dataset,lmbda,cluster_option,L,convergence_iter,optimum,time,seed,energy_list_file
Synthetic,10,kmeans,1.0,60,368.9693382456549,0.6267453000000032,6,Synthetic\Lipschitz_energy_list_logs\kmeans__L=1.0__lmb=10__seed=6.txt
Synthetic,10,kmeans,1.0,49,367.6701656982815,0.49607509999999877,7,Synthetic\Lipschitz_energy_list_logs\kmeans__L=1.0__lmb=10__seed=7.txt
Synthetic,10,kmeans,1.0,7,373.2400623952484,0.38878179999999674,8,Synthetic\Lipschitz_energy_list_logs\kmeans__L=1.0__lmb=10__seed=8.txt
Synthetic,10,kmeans,1.0,53,369.8381811351087,0.3963602999999978,9,Synthetic\Lipschitz_energy_list_logs\kmeans__L=1.0__lmb=10__seed=9.txt
Synthetic,10,kmeans,1.0,49,363.14870161764406,0.521841000000002,10,Synthetic\Lipschitz_energy_list_logs\kmeans__L=1.0__lmb=10__seed=10.txt
Synthetic,10,ncut,1.0,2172,-1.3039111488579145,1.8595070000000007,1,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=1.txt
Synthetic,10,ncut,1.0,4190,-0.40608399145892315,2.641808400000002,2,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=2.txt
Synthetic,10,ncut,1.0,2579,-0.9339602390579667,1.7766762999999983,3,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=3.txt
Synthetic,10,ncut,1.0,4190,-0.40608399145892315,2.7278515,4,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=4.txt
Synthetic,10,ncut,1.0,2420,-1.0270370869726184,1.710355800000002,5,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=5.txt
Synthetic,10,ncut,1.0,2559,-0.9427637593370644,1.7833856000000026,6,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=6.txt
Synthetic,10,ncut,1.0,1402,-1.6920024427596192,1.1062986000000024,7,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=7.txt
Synthetic,10,ncut,1.0,799,-1.9975375183955575,0.7539012999999954,8,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=8.txt
Synthetic,10,ncut,1.0,1575,-1.6264520018429174,1.1807052999999996,9,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=9.txt
Synthetic,10,ncut,1.0,2819,-0.7550292739714355,1.9515865999999988,10,Synthetic\Lipschitz_energy_list_logs\ncut__L=1.0__lmb=10__seed=10.txt
Synthetic,10,kmedian,2.0,131,291.04095633927113,0.3560890999999913,1,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=1.txt
Synthetic,10,kmedian,2.0,78,299.080110908231,0.3292492000000067,2,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=2.txt
Synthetic,10,kmedian,2.0,130,294.1255965822139,0.3700165999999996,3,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=3.txt
Synthetic,10,kmedian,2.0,79,297.5343173237069,0.4307110000000023,4,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=4.txt
Synthetic,10,kmedian,2.0,130,288.9610872749962,0.4408056999999985,5,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=5.txt
Synthetic,10,kmedian,2.0,131,289.1263229976704,0.48183939999999836,6,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=6.txt
Synthetic,10,kmedian,2.0,113,290.4906112787012,0.3985827999999998,7,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=7.txt
Synthetic,10,kmedian,2.0,31,295.89741317160326,0.36230299999999716,8,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=8.txt
Synthetic,10,kmedian,2.0,120,290.15481794380764,0.44384910000000843,9,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=9.txt
Synthetic,10,kmedian,2.0,131,291.23269956282934,0.43973110000000304,10,Synthetic\Lipschitz_energy_list_logs\kmedian__L=2.0__lmb=10__seed=10.txt
Synthetic,10,kmeans,2.0,90,373.65440603664223,0.42222340000000713,1,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=1.txt
Synthetic,10,kmeans,2.0,6,344.0846380846791,0.3408468999999883,2,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=2.txt
Synthetic,10,kmeans,2.0,92,370.1321051644696,0.43884020000000135,3,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=3.txt
Synthetic,10,kmeans,2.0,44,365.6718907446383,0.34951599999999416,4,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=4.txt
Synthetic,10,kmeans,2.0,90,370.47419638602923,0.3870072999999934,5,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=5.txt
Synthetic,10,kmeans,2.0,93,369.03730956309016,0.48137629999999376,6,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=6.txt
Synthetic,10,kmeans,2.0,77,367.7201412014424,0.44873989999999253,7,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=7.txt
Synthetic,10,kmeans,2.0,12,373.2409335803196,0.37263520000000483,8,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=8.txt
Synthetic,10,kmeans,2.0,82,369.89570927641205,0.4188551999999959,9,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=9.txt
Synthetic,10,kmeans,2.0,80,363.193433683394,0.4209894000000105,10,Synthetic\Lipschitz_energy_list_logs\kmeans__L=2.0__lmb=10__seed=10.txt
Synthetic,10,ncut,2.0,3203,-1.2933093486069627,2.24681480000001,1,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=1.txt
Synthetic,10,ncut,2.0,6170,-0.39976939854006116,3.990031000000002,2,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=2.txt
Synthetic,10,ncut,2.0,3809,-0.9250374908151993,2.649045599999994,3,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=3.txt
Synthetic,10,ncut,2.0,6170,-0.39976939854006116,3.780260900000002,4,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=4.txt
Synthetic,10,ncut,2.0,3608,-1.0180647765136692,2.313192200000003,5,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=5.txt
Synthetic,10,ncut,2.0,3777,-0.9338210136283092,2.3545337000000046,6,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=6.txt
Synthetic,10,ncut,2.0,2111,-1.6836289306760357,1.4556850000000026,7,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=7.txt
Synthetic,10,ncut,2.0,1435,-1.995215875187338,1.0980597000000074,8,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=8.txt
Synthetic,10,ncut,2.0,2399,-1.617704049384289,1.6291740000000061,9,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=9.txt
Synthetic,10,ncut,2.0,4210,-0.7474187475567111,2.683794299999988,10,Synthetic\Lipschitz_energy_list_logs\ncut__L=2.0__lmb=10__seed=10.txt


Adult,10,kmedian,1e-05,7,19347.980051994145,0.6331325999999535,1,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=1.txt
Adult,10,kmedian,1e-05,7,19574.091580118944,0.7193377999999484,2,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=2.txt
Adult,10,kmedian,1e-05,6,19701.176514433617,0.6958028999999897,3,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=3.txt
Adult,10,kmedian,1e-05,11,19818.92615721866,1.0040526000000227,4,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=4.txt
Adult,10,kmedian,1e-05,9,19167.86199259058,0.9325947999998334,5,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=5.txt
Adult,10,kmedian,1e-05,9,19236.94411757307,0.7563215000000127,6,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=6.txt
Adult,10,kmedian,1e-05,7,19487.835191774877,0.66265199999998,7,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=7.txt
Adult,10,kmedian,1e-05,10,19918.877322139324,0.7648862000000918,8,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=8.txt
Adult,10,kmedian,1e-05,10,19209.867936682924,0.7644998999999189,9,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=9.txt
Adult,10,kmedian,1e-05,14,18673.09014956404,1.0450733999998647,10,Adult\Lipschitz_energy_list_logs\kmedian__L=1e-05__lmb=10__seed=10.txt
Adult,10,kmeans,1e-05,6,12993.755647413904,0.6689054999999371,1,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=1.txt
Adult,10,kmeans,1e-05,5,13347.595629325706,0.5393192999999883,2,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=2.txt
Adult,10,kmeans,1e-05,9,13442.593326881915,0.7543971000000056,3,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=3.txt
Adult,10,kmeans,1e-05,7,13440.852180685131,0.6305019999999786,4,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=4.txt
Adult,10,kmeans,1e-05,8,12813.614287237682,0.7117789000001267,5,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=5.txt
Adult,10,kmeans,1e-05,9,13046.152133949878,0.7660530000000563,6,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=6.txt
Adult,10,kmeans,1e-05,13,13251.158157948226,0.9040623000000778,7,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=7.txt
Adult,10,kmeans,1e-05,5,13916.282977212175,0.557665199999974,8,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=8.txt
Adult,10,kmeans,1e-05,7,12961.95434757567,0.6471040999999786,9,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=9.txt
Adult,10,kmeans,1e-05,6,12390.116336595498,0.6425618999999188,10,Adult\Lipschitz_energy_list_logs\kmeans__L=1e-05__lmb=10__seed=10.txt
Adult,10,ncut,1e-05,5,-1.814497530788355e+20,0.606352200000174,1,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=1.txt
Adult,10,ncut,1e-05,5,-3.5070833819599774e+19,0.5768995000000814,2,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=2.txt
Adult,10,ncut,1e-05,5,-1.8144975307883558e+20,0.575365900000179,3,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=3.txt
Adult,10,ncut,1e-05,5,-1.8144975307883554e+20,0.6042637000000468,4,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=4.txt
Adult,10,ncut,1e-05,5,-3.534679246592391e+19,0.5646332000001166,5,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=5.txt
Adult,10,ncut,1e-05,5,-1.8144975307883548e+20,0.6429141999999501,6,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=6.txt
Adult,10,ncut,1e-05,5,-1.8126120020883764e+20,0.5657278000001043,7,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=7.txt
Adult,10,ncut,1e-05,5,-1.751373560394326e+20,0.7082965999998123,8,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=8.txt
Adult,10,ncut,1e-05,5,-1.814497530788355e+20,0.5697354000001269,9,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=9.txt
Adult,10,ncut,1e-05,5,-1.807782402260362e+20,0.5904637000001003,10,Adult\Lipschitz_energy_list_logs\ncut__L=1e-05__lmb=10__seed=10.txt
Adult,10,kmedian,0.0001,4,19349.313411964307,0.5670645999998669,1,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=1.txt
Adult,10,kmedian,0.0001,7,19574.144629861374,0.6578600000000279,2,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=2.txt
Adult,10,kmedian,0.0001,8,19701.313281378294,0.7531021999998302,3,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=3.txt
Adult,10,kmedian,0.0001,7,19819.249357303906,0.7228637999999137,4,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=4.txt
Adult,10,kmedian,0.0001,7,19167.863066063812,0.6825316999997995,5,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=5.txt
Adult,10,kmedian,0.0001,6,19237.37857341612,0.6297609999999167,6,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=6.txt
Adult,10,kmedian,0.0001,7,19487.854270779335,0.721392700000024,7,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=7.txt
Adult,10,kmedian,0.0001,10,19918.92444074845,0.8280068000001393,8,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=8.txt
Adult,10,kmedian,0.0001,5,19215.243669245323,0.6509303000000273,9,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=9.txt
Adult,10,kmedian,0.0001,6,18673.723433708576,0.6979402000001755,10,Adult\Lipschitz_energy_list_logs\kmedian__L=0.0001__lmb=10__seed=10.txt
Adult,10,kmeans,0.0001,6,12993.75662488393,0.7064464999998563,1,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=1.txt
Adult,10,kmeans,0.0001,6,13347.603530668111,0.6499922000000424,2,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=2.txt
Adult,10,kmeans,0.0001,7,13442.669111918143,0.5738232999999999,3,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=3.txt
Adult,10,kmeans,0.0001,4,13441.125581410748,0.31030579999999996,4,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=4.txt
Adult,10,kmeans,0.0001,9,12813.619370562137,0.5373990999999998,5,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=5.txt
Adult,10,kmeans,0.0001,6,13046.600913705563,0.3943485,6,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=6.txt
Adult,10,kmeans,0.0001,9,13251.404807897154,0.5917286000000002,7,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=7.txt
Adult,10,kmeans,0.0001,5,13916.52072359687,0.4042441000000001,8,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=8.txt
Adult,10,kmeans,0.0001,5,12963.531654704348,0.36188030000000015,9,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=9.txt
Adult,10,kmeans,0.0001,6,12390.17035832948,0.42506679999999974,10,Adult\Lipschitz_energy_list_logs\kmeans__L=0.0001__lmb=10__seed=10.txt
Adult,10,ncut,0.0001,5,-108412476473692.81,0.46298480000000053,1,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=1.txt
Adult,10,ncut,0.0001,6,-1.4581987653941756e+20,0.42602340000000005,2,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=2.txt
Adult,10,ncut,0.0001,5,-139813491040113.25,0.3841184000000002,3,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=3.txt
Adult,10,ncut,0.0001,5,-3.562987653941775e+19,0.39161619999999964,4,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=4.txt
Adult,10,ncut,0.0001,6,-1.4581987653941758e+20,0.4187807000000001,5,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=5.txt
Adult,10,ncut,0.0001,5,-276050857910809.47,0.37130870000000016,6,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=6.txt
Adult,10,ncut,0.0001,5,-3353446810452532.0,0.38255329999999965,7,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=7.txt
Adult,10,ncut,0.0001,5,-3.5629876585251946e+19,0.39844930000000023,8,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=8.txt
Adult,10,ncut,0.0001,5,-602762824854.1761,0.3819037000000005,9,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=9.txt
Adult,10,ncut,0.0001,5,-4.5237935964439347e+18,0.3901830000000004,10,Adult\Lipschitz_energy_list_logs\ncut__L=0.0001__lmb=10__seed=10.txt
Adult,10,kmedian,0.001,7,19348.205271738083,0.4308759999999996,1,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=1.txt
Adult,10,kmedian,0.001,8,19574.22412463427,0.46137039999999985,2,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=2.txt
Adult,10,kmedian,0.001,7,19701.29056145382,0.4354185000000008,3,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=3.txt
Adult,10,kmedian,0.001,7,19819.173099812284,0.43087180000000025,4,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=4.txt
Adult,10,kmedian,0.001,7,19167.990704323285,0.4896204999999991,5,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=5.txt
Adult,10,kmedian,0.001,7,19237.196958862507,0.44134549999999884,6,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=6.txt
Adult,10,kmedian,0.001,7,19488.089283562073,0.43606559999999916,7,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=7.txt
Adult,10,kmedian,0.001,8,19919.051451597246,0.4888408000000002,8,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=8.txt
Adult,10,kmedian,0.001,7,19210.20617194794,0.4484502999999993,9,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=9.txt
Adult,10,kmedian,0.001,7,18673.356710024203,0.4479892000000003,10,Adult\Lipschitz_energy_list_logs\kmedian__L=0.001__lmb=10__seed=10.txt
Adult,10,kmeans,0.001,7,12993.922156762475,0.4648941999999998,1,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=1.txt
Adult,10,kmeans,0.001,7,13347.719797612457,0.467743200000001,2,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=2.txt
Adult,10,kmeans,0.001,7,13442.769847622327,0.45568650000000055,3,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=3.txt
Adult,10,kmeans,0.001,7,13441.01350225906,0.4661854999999999,4,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=4.txt
Adult,10,kmeans,0.001,7,12813.74583758868,0.4590879000000001,5,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=5.txt
Adult,10,kmeans,0.001,7,13046.290905522426,0.4551324999999995,6,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=6.txt
Adult,10,kmeans,0.001,6,13251.329405941537,0.43265589999999676,7,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=7.txt
Adult,10,kmeans,0.001,7,13916.421595253369,0.4711400000000019,8,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=8.txt
Adult,10,kmeans,0.001,7,12962.124802002907,0.4613127000000006,9,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=9.txt
Adult,10,kmeans,0.001,8,12390.230263049303,0.4996358999999977,10,Adult\Lipschitz_energy_list_logs\kmeans__L=0.001__lmb=10__seed=10.txt
Adult,10,ncut,0.001,199,-8.782537564630958,6.895919899999999,1,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=1.txt
Adult,10,ncut,0.001,10,0.0,0.5799010999999972,2,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=2.txt
Adult,10,ncut,0.001,194,-8.745599194255021,6.701026600000002,3,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=3.txt
Adult,10,ncut,0.001,213,-8.634457878424932,7.501942700000001,4,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=4.txt
Adult,10,ncut,0.001,10,0.0,0.5766077999999979,5,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=5.txt
Adult,10,ncut,0.001,222,-8.607847160347967,7.695577,6,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=6.txt
Adult,10,ncut,0.001,217,-8.630496980611655,7.6101097999999965,7,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=7.txt
Adult,10,ncut,0.001,224,-8.586895465540325,7.858791400000001,8,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=8.txt
Adult,10,ncut,0.001,213,-8.693614523163122,7.446982300000002,9,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=9.txt
Adult,10,ncut,0.001,212,-8.62321980479887,7.4209967999999975,10,Adult\Lipschitz_energy_list_logs\ncut__L=0.001__lmb=10__seed=10.txt
Adult,10,kmedian,0.01,11,19348.53045894415,0.5946545999999984,1,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=1.txt
Adult,10,kmedian,0.01,11,19574.5708429513,0.5868337999999937,2,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=2.txt
Adult,10,kmedian,0.01,12,19701.513035152308,0.622344499999997,3,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=3.txt
Adult,10,kmedian,0.01,11,19819.49393020217,0.5894473000000033,4,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=4.txt
Adult,10,kmedian,0.01,11,19168.345336396556,0.5789478000000088,5,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=5.txt
Adult,10,kmedian,0.01,11,19237.51176775914,0.5799196999999907,6,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=6.txt
Adult,10,kmedian,0.01,11,19488.370052193142,0.6115427999999952,7,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=7.txt
Adult,10,kmedian,0.01,11,19919.468131532776,0.5937148000000008,8,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=8.txt
Adult,10,kmedian,0.01,11,19210.411838274427,0.5849327000000102,9,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=9.txt
Adult,10,kmedian,0.01,12,18673.621460088423,0.6389368999999903,10,Adult\Lipschitz_energy_list_logs\kmedian__L=0.01__lmb=10__seed=10.txt
Adult,10,kmeans,0.01,11,12994.089390673636,0.6026913000000036,1,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=1.txt
Adult,10,kmeans,0.01,11,13347.886074053089,0.6128956999999957,2,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=2.txt
Adult,10,kmeans,0.01,11,13442.943613118603,0.6005322999999976,3,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=3.txt
Adult,10,kmeans,0.01,11,13441.221706078335,0.618515599999995,4,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=4.txt
Adult,10,kmeans,0.01,11,12813.916835598315,0.6130447999999973,5,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=5.txt
Adult,10,kmeans,0.01,11,13046.52066257712,0.6126622000000026,6,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=6.txt
Adult,10,kmeans,0.01,11,13251.460787666565,0.5991544999999974,7,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=7.txt
Adult,10,kmeans,0.01,11,13916.664793697051,0.6103485000000006,8,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=8.txt
Adult,10,kmeans,0.01,11,12962.295855752169,0.6074353000000059,9,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=9.txt
Adult,10,kmeans,0.01,12,12390.456299561869,0.6416116999999986,10,Adult\Lipschitz_energy_list_logs\kmeans__L=0.01__lmb=10__seed=10.txt
Adult,10,ncut,0.01,494,-8.769420652177145,16.622119299999994,1,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=1.txt
Adult,10,ncut,0.01,492,-8.725601749682015,16.9565075,2,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=2.txt
Adult,10,ncut,0.01,486,-8.733608481220339,16.41489030000001,3,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=3.txt
Adult,10,ncut,0.01,501,-8.622069855288398,17.710230499999994,4,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=4.txt
Adult,10,ncut,0.01,493,-8.669272210368806,17.668752799999993,5,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=5.txt
Adult,10,ncut,0.01,514,-8.5944205552879,17.93887330000001,6,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=6.txt
Adult,10,ncut,0.01,505,-8.618598659180382,17.560720299999986,7,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=7.txt
Adult,10,ncut,0.01,525,-8.57502509638815,18.36342670000002,8,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=8.txt
Adult,10,ncut,0.01,500,-8.68158305839513,17.414232700000014,9,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=9.txt
Adult,10,ncut,0.01,506,-8.610536188730695,17.54966620000002,10,Adult\Lipschitz_energy_list_logs\ncut__L=0.01__lmb=10__seed=10.txt
Adult,10,kmedian,0.1,23,19349.60198737223,1.0843639999999937,1,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=1.txt
Adult,10,kmedian,0.1,23,19575.619974933383,1.1520093999999972,2,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=2.txt
Adult,10,kmedian,0.1,24,19702.731258164982,1.179142000000013,3,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=3.txt
Adult,10,kmedian,0.1,23,19820.708819849,1.1337555000000066,4,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=4.txt
Adult,10,kmedian,0.1,23,19169.392735999154,1.0860906999999997,5,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=5.txt
Adult,10,kmedian,0.1,24,19238.56915087934,1.179069400000003,6,Adult\Lipschitz_energy_list_logs\kmedian__L=0.1__lmb=10__seed=6.txt
